payment_id,customer_id,staff_id,rental_id,amount,payment_date,first_name,last_name,email
21019,424,2,11374,2.99,2007-03-02 16:43:20,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21020,424,2,11562,6.99,2007-03-16 23:52:05,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21021,424,2,11833,2.99,2007-03-17 11:28:59,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21022,424,2,12729,0.99,2007-03-18 20:21:25,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21023,424,2,13793,3.99,2007-03-20 10:50:30,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21024,424,2,15113,0.99,2007-03-22 10:52:25,KYLE,SPURLOCK,kyle.spurlock@sakilacustomer.org
21026,425,1,10545,0.99,2007-03-01 11:06:12,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21027,425,2,13040,0.99,2007-03-19 07:32:50,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21028,425,2,14089,5.99,2007-03-20 22:27:28,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21029,425,2,14881,4.99,2007-03-22 02:16:05,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21030,425,1,15064,0.99,2007-03-22 09:10:24,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21031,425,2,15784,6.99,2007-03-23 12:14:26,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21032,425,2,16036,2.99,2007-03-23 20:41:10,FRANCIS,SIKES,francis.sikes@sakilacustomer.org
21033,426,1,10505,1.99,2007-03-01 09:42:25,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21034,426,2,11237,0.99,2007-03-02 11:52:27,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21035,426,2,11876,0.99,2007-03-17 12:46:47,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21036,426,2,11938,6.99,2007-03-17 15:23:20,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21037,426,2,12548,5.99,2007-03-18 13:03:52,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21038,426,2,12707,4.99,2007-03-18 19:20:28,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21039,426,1,12822,4.99,2007-03-18 23:43:50,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21040,426,2,13834,2.99,2007-03-20 12:31:34,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21041,426,2,14151,6.99,2007-03-21 00:51:51,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21042,426,2,14826,2.99,2007-03-22 00:00:40,BRADLEY,MOTLEY,bradley.motley@sakilacustomer.org
21043,427,1,10417,4.99,2007-03-01 06:39:02,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21044,427,1,10464,5.99,2007-03-01 08:11:40,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21045,427,2,10560,4.99,2007-03-01 11:33:23,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21046,427,1,11024,5.99,2007-03-02 04:06:57,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21047,427,1,13720,1.99,2007-03-20 08:30:05,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21048,427,2,14201,6.99,2007-03-21 02:20:00,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21049,427,1,14287,3.99,2007-03-21 05:22:25,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21050,427,1,15330,3.99,2007-03-22 19:03:56,JESUS,MCCARTNEY,jesus.mccartney@sakilacustomer.org
21051,428,2,10577,4.99,2007-03-01 12:15:04,HERBERT,KRUGER,herbert.kruger@sakilacustomer.org
21052,428,2,10888,2.99,2007-03-01 23:21:11,HERBERT,KRUGER,herbert.kruger@sakilacustomer.org
21053,428,2,11536,0.99,2007-03-16 23:08:29,HERBERT,KRUGER,herbert.kruger@sakilacustomer.org
21054,429,1,12259,2.99,2007-03-18 02:43:01,FREDERICK,ISBELL,frederick.isbell@sakilacustomer.org
21055,429,1,12953,4.99,2007-03-19 04:32:33,FREDERICK,ISBELL,frederick.isbell@sakilacustomer.org
21056,429,2,14495,4.99,2007-03-21 12:33:05,FREDERICK,ISBELL,frederick.isbell@sakilacustomer.org
21057,430,1,12723,0.99,2007-03-18 20:02:42,RAY,HOULE,ray.houle@sakilacustomer.org
21058,430,1,12965,4.99,2007-03-19 05:01:26,RAY,HOULE,ray.houle@sakilacustomer.org
21059,430,1,13007,0.99,2007-03-19 06:16:09,RAY,HOULE,ray.houle@sakilacustomer.org
21060,430,2,13452,0.99,2007-03-19 22:48:33,RAY,HOULE,ray.houle@sakilacustomer.org
21061,430,2,13454,2.99,2007-03-19 22:59:18,RAY,HOULE,ray.houle@sakilacustomer.org
21062,430,1,14058,5.99,2007-03-20 20:53:01,RAY,HOULE,ray.houle@sakilacustomer.org
21063,430,1,15031,4.99,2007-03-22 07:40:14,RAY,HOULE,ray.houle@sakilacustomer.org
21064,431,2,10508,0.99,2007-03-01 09:51:53,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21065,431,1,10527,4.99,2007-03-01 10:24:20,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21066,431,2,10959,6.99,2007-03-02 02:08:05,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21067,431,2,11538,2.99,2007-03-16 23:12:30,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21068,431,1,12273,6.99,2007-03-18 03:09:16,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21069,431,2,13153,1.99,2007-03-19 11:38:13,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21070,431,1,13784,4.99,2007-03-20 10:39:54,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21071,431,1,15809,2.99,2007-03-23 13:10:33,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21072,431,1,15960,2.99,2007-03-23 18:04:08,JOEL,FRANCISCO,joel.francisco@sakilacustomer.org
21073,432,2,11870,0.99,2007-03-17 12:39:54,EDWIN,BURK,edwin.burk@sakilacustomer.org
21074,432,1,12767,6.99,2007-03-18 21:54:15,EDWIN,BURK,edwin.burk@sakilacustomer.org
21075,432,1,14027,2.99,2007-03-20 19:50:00,EDWIN,BURK,edwin.burk@sakilacustomer.org
21076,432,1,15523,4.99,2007-03-23 02:01:02,EDWIN,BURK,edwin.burk@sakilacustomer.org
21077,432,1,15713,6.99,2007-03-23 09:24:41,EDWIN,BURK,edwin.burk@sakilacustomer.org
21078,433,1,10663,4.99,2007-03-01 15:19:34,DON,BONE,don.bone@sakilacustomer.org
21079,433,1,11664,2.99,2007-03-17 04:04:18,DON,BONE,don.bone@sakilacustomer.org
21080,433,2,12669,6.99,2007-03-18 17:46:13,DON,BONE,don.bone@sakilacustomer.org
21081,433,2,13273,4.99,2007-03-19 16:17:39,DON,BONE,don.bone@sakilacustomer.org
21082,433,1,13801,4.99,2007-03-20 11:09:19,DON,BONE,don.bone@sakilacustomer.org
21083,433,2,14523,4.99,2007-03-21 13:32:11,DON,BONE,don.bone@sakilacustomer.org
21084,433,1,14559,6.99,2007-03-21 14:40:01,DON,BONE,don.bone@sakilacustomer.org
21085,433,2,15476,4.99,2007-03-23 00:13:33,DON,BONE,don.bone@sakilacustomer.org
21086,433,1,15502,5.99,2007-03-23 01:08:30,DON,BONE,don.bone@sakilacustomer.org
21087,434,1,11242,3.99,2007-03-02 12:00:26,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21088,434,1,11867,2.99,2007-03-17 12:32:54,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21089,434,2,12030,2.99,2007-03-17 18:39:14,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21090,434,2,12146,2.99,2007-03-17 22:38:30,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21091,434,2,12624,7.99,2007-03-18 16:03:26,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21093,434,1,13383,7.99,2007-03-19 20:07:10,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21094,434,2,14553,4.99,2007-03-21 14:28:06,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21095,434,2,15016,3.99,2007-03-22 07:16:01,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21096,434,2,15385,4.99,2007-03-22 21:06:00,EDDIE,TOMLIN,eddie.tomlin@sakilacustomer.org
21097,435,1,10998,6.99,2007-03-02 03:19:21,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21098,435,1,11041,2.99,2007-03-02 04:32:19,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21099,435,1,11786,3.99,2007-03-17 09:26:06,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21100,435,1,11796,0.99,2007-03-17 09:45:13,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21101,435,2,12046,0.99,2007-03-17 19:16:12,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21102,435,1,12741,4.99,2007-03-18 20:45:31,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21103,435,2,13208,0.99,2007-03-19 13:47:21,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21104,435,1,14696,4.99,2007-03-21 19:16:31,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21105,435,1,14765,1.99,2007-03-21 22:08:54,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21106,435,1,14850,0.99,2007-03-22 00:45:21,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21107,435,1,15136,2.99,2007-03-22 11:47:51,RICKY,SHELBY,ricky.shelby@sakilacustomer.org
21108,436,2,11160,0.99,2007-03-02 08:33:56,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21109,436,1,11580,2.99,2007-03-17 00:27:33,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21110,436,2,11615,4.99,2007-03-17 02:23:01,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21111,436,2,11896,5.99,2007-03-17 13:48:20,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21112,436,2,12297,0.99,2007-03-18 03:48:23,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21113,436,2,12429,6.99,2007-03-18 08:55:12,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21115,436,2,13382,7.99,2007-03-19 20:07:07,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21116,436,1,13533,3.99,2007-03-20 01:58:26,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21117,436,1,13760,5.99,2007-03-20 09:54:59,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21118,436,1,13814,0.99,2007-03-20 11:35:49,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21119,436,2,13826,2.99,2007-03-20 12:15:04,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21120,436,2,15766,4.99,2007-03-23 11:38:42,TROY,QUIGLEY,troy.quigley@sakilacustomer.org
21121,437,2,10249,0.99,2007-03-01 01:04:05,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21122,437,2,11417,3.99,2007-03-02 18:13:12,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21124,437,2,13838,7.99,2007-03-20 12:51:12,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21125,437,1,13839,2.99,2007-03-20 12:51:42,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21126,437,1,13905,1.99,2007-03-20 14:41:14,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21127,437,1,14993,1.99,2007-03-22 06:20:44,RANDALL,NEUMANN,randall.neumann@sakilacustomer.org
21128,438,1,10512,6.99,2007-03-01 10:04:45,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21129,438,1,10607,4.99,2007-03-01 13:13:09,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21130,438,2,11644,4.99,2007-03-17 03:18:12,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21131,438,2,11933,4.99,2007-03-17 15:06:46,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21132,438,2,12654,0.99,2007-03-18 17:25:06,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21133,438,2,13319,7.99,2007-03-19 18:03:39,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21134,438,1,13414,4.99,2007-03-19 21:16:00,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21135,438,2,14582,5.99,2007-03-21 15:36:59,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21136,438,2,15893,5.99,2007-03-23 15:30:26,BARRY,LOVELACE,barry.lovelace@sakilacustomer.org
21137,439,2,10744,1.99,2007-03-01 18:25:15,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21138,439,1,10905,2.99,2007-03-02 00:14:25,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21139,439,2,11042,6.99,2007-03-02 04:32:59,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21140,439,2,11544,5.99,2007-03-16 23:23:33,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21141,439,1,11989,2.99,2007-03-17 16:52:24,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21142,439,1,12621,2.99,2007-03-18 16:00:02,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21143,439,2,12755,5.99,2007-03-18 21:07:13,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21144,439,2,12826,3.99,2007-03-18 23:53:37,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21145,439,2,13358,4.99,2007-03-19 19:32:46,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21146,439,2,14730,5.99,2007-03-21 20:49:37,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21148,439,2,15162,4.99,2007-03-22 13:09:31,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21149,439,2,15653,4.99,2007-03-23 07:03:08,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21150,439,1,15818,1.99,2007-03-23 13:28:24,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21151,439,1,16018,0.99,2007-03-23 19:56:01,ALEXANDER,FENNELL,alexander.fennell@sakilacustomer.org
21152,440,2,12403,6.99,2007-03-18 07:59:31,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21153,440,1,12850,0.99,2007-03-19 00:36:32,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21154,440,2,13384,4.99,2007-03-19 20:07:17,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21155,440,2,13779,2.99,2007-03-20 10:32:20,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21156,440,1,14555,0.99,2007-03-21 14:31:28,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21157,440,2,14863,7.99,2007-03-22 01:25:30,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21158,440,2,15264,0.99,2007-03-22 16:56:04,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21159,440,1,15925,4.99,2007-03-23 16:43:32,BERNARD,COLBY,bernard.colby@sakilacustomer.org
21160,441,1,10846,1.99,2007-03-01 22:16:20,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21161,441,2,11247,1.99,2007-03-02 12:02:34,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21162,441,2,13483,2.99,2007-03-19 23:45:04,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21163,441,2,13739,4.99,2007-03-20 09:13:36,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21164,441,1,13932,4.99,2007-03-20 15:45:26,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21165,441,2,14796,4.99,2007-03-21 23:09:15,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21166,441,2,15070,3.99,2007-03-22 09:24:11,MARIO,CHEATHAM,mario.cheatham@sakilacustomer.org
21167,442,2,10365,6.99,2007-03-01 04:37:10,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21168,442,2,10452,0.99,2007-03-01 07:40:02,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21169,442,1,12948,0.99,2007-03-19 04:23:40,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21170,442,2,13004,0.99,2007-03-19 06:08:34,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21171,442,1,13155,7.99,2007-03-19 11:38:49,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21172,442,2,14199,0.99,2007-03-21 02:17:09,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21173,442,1,14418,1.99,2007-03-21 09:42:52,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21174,442,1,14466,0.99,2007-03-21 11:31:39,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21175,442,2,15207,2.99,2007-03-22 15:03:51,LEROY,BUSTAMANTE,leroy.bustamante@sakilacustomer.org
21176,443,2,10360,0.99,2007-03-01 04:21:19,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21177,443,1,11449,4.99,2007-03-02 19:13:09,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21178,443,1,12415,4.99,2007-03-18 08:22:27,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21179,443,2,12857,4.99,2007-03-19 00:48:39,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21180,443,1,13489,2.99,2007-03-19 23:57:32,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21181,443,1,14561,2.99,2007-03-21 14:49:09,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21182,443,2,14611,6.99,2007-03-21 16:30:07,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21183,443,1,15182,0.99,2007-03-22 14:15:31,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21184,443,2,15393,4.99,2007-03-22 21:32:35,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21185,443,1,15519,0.99,2007-03-23 01:51:58,FRANCISCO,SKIDMORE,francisco.skidmore@sakilacustomer.org
21186,444,1,10529,4.99,2007-03-01 10:28:28,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21187,444,1,10693,4.99,2007-03-01 16:42:40,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21188,444,2,11353,0.99,2007-03-02 16:03:11,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21189,444,2,11419,6.99,2007-03-02 18:15:04,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21190,444,1,11728,4.99,2007-03-17 06:40:52,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21191,444,1,12161,6.99,2007-03-17 23:10:12,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21192,444,2,12712,2.99,2007-03-18 19:32:39,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21193,444,2,12946,2.99,2007-03-19 04:22:00,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21194,444,1,13488,0.99,2007-03-19 23:57:08,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21195,444,2,13559,2.99,2007-03-20 02:44:33,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21196,444,1,13924,0.99,2007-03-20 15:33:44,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21197,444,1,15249,4.99,2007-03-22 16:26:53,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21198,444,1,15557,0.99,2007-03-23 03:20:43,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21199,444,2,15815,4.99,2007-03-23 13:24:13,MARCUS,HIDALGO,marcus.hidalgo@sakilacustomer.org
21200,445,2,10334,1.99,2007-03-01 03:27:08,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21201,445,2,10341,0.99,2007-03-01 03:38:28,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21203,445,1,11383,7.99,2007-03-02 16:50:31,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21204,445,1,11868,4.99,2007-03-17 12:34:00,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21205,445,1,11877,3.99,2007-03-17 12:49:37,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21206,445,2,13586,0.99,2007-03-20 04:08:59,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21207,445,1,14612,6.99,2007-03-21 16:31:41,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21208,445,2,14673,2.99,2007-03-21 18:29:44,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21209,445,1,14866,6.99,2007-03-22 01:40:01,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21210,445,1,14955,4.99,2007-03-22 04:54:18,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21211,445,1,15123,3.99,2007-03-22 11:17:10,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21212,445,1,15791,6.99,2007-03-23 12:30:39,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21213,445,2,15906,2.99,2007-03-23 16:04:26,MICHEAL,FORMAN,micheal.forman@sakilacustomer.org
21214,446,1,11051,3.99,2007-03-02 04:52:05,THEODORE,CULP,theodore.culp@sakilacustomer.org
21215,446,2,12253,0.99,2007-03-18 02:29:16,THEODORE,CULP,theodore.culp@sakilacustomer.org
21217,446,1,15808,1.99,2007-03-23 13:07:03,THEODORE,CULP,theodore.culp@sakilacustomer.org
21218,446,2,15951,0.99,2007-03-23 17:38:58,THEODORE,CULP,theodore.culp@sakilacustomer.org
21219,447,1,10425,2.99,2007-03-01 06:51:51,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21220,447,2,10957,5.99,2007-03-02 02:01:56,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21221,447,2,11108,0.99,2007-03-02 06:48:27,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21222,447,1,11465,5.99,2007-03-02 20:12:18,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21223,447,2,12511,0.99,2007-03-18 11:51:45,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21224,447,1,13072,2.99,2007-03-19 08:31:56,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21225,447,2,13110,0.99,2007-03-19 09:53:03,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21226,447,1,13848,4.99,2007-03-20 13:06:15,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21227,447,2,14443,5.99,2007-03-21 10:34:58,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21228,447,1,15108,2.99,2007-03-22 10:38:33,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21229,447,1,15997,4.99,2007-03-23 19:08:57,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21230,447,2,16032,4.99,2007-03-23 20:28:23,CLIFFORD,BOWENS,clifford.bowens@sakilacustomer.org
21233,448,1,12446,2.99,2007-03-18 09:24:55,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21234,448,1,13220,2.99,2007-03-19 14:10:58,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21235,448,2,13250,3.99,2007-03-19 15:16:21,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21236,448,1,13982,3.99,2007-03-20 17:36:51,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21237,448,1,14580,3.99,2007-03-21 15:25:05,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21238,448,1,14711,2.99,2007-03-21 19:50:33,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21240,448,1,15427,4.99,2007-03-22 22:36:19,MIGUEL,BETANCOURT,miguel.betancourt@sakilacustomer.org
21241,449,2,10409,2.99,2007-03-01 06:17:41,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21242,449,1,10416,4.99,2007-03-01 06:37:05,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21243,449,1,10516,6.99,2007-03-01 10:10:21,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21244,449,2,10688,6.99,2007-03-01 16:22:09,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21245,449,1,12212,4.99,2007-03-18 01:01:55,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21246,449,2,14962,7.99,2007-03-22 05:06:09,OSCAR,AQUINO,oscar.aquino@sakilacustomer.org
21247,450,2,10432,2.99,2007-03-01 07:11:47,JAY,ROBB,jay.robb@sakilacustomer.org
21248,450,1,10984,3.99,2007-03-02 02:58:28,JAY,ROBB,jay.robb@sakilacustomer.org
21249,450,2,12812,0.99,2007-03-18 23:22:28,JAY,ROBB,jay.robb@sakilacustomer.org
21250,450,2,13731,4.99,2007-03-20 08:50:34,JAY,ROBB,jay.robb@sakilacustomer.org
21251,450,1,13810,0.99,2007-03-20 11:28:04,JAY,ROBB,jay.robb@sakilacustomer.org
21252,450,1,13828,4.99,2007-03-20 12:18:18,JAY,ROBB,jay.robb@sakilacustomer.org
21253,450,1,14282,4.99,2007-03-21 05:09:55,JAY,ROBB,jay.robb@sakilacustomer.org
21254,450,2,15019,0.99,2007-03-22 07:21:19,JAY,ROBB,jay.robb@sakilacustomer.org
21255,450,1,15327,4.99,2007-03-22 18:59:50,JAY,ROBB,jay.robb@sakilacustomer.org
21256,450,2,15419,4.99,2007-03-22 22:23:02,JAY,ROBB,jay.robb@sakilacustomer.org
21258,451,1,10856,2.99,2007-03-01 22:35:40,JIM,REA,jim.rea@sakilacustomer.org
21259,451,2,10950,2.99,2007-03-02 01:53:34,JIM,REA,jim.rea@sakilacustomer.org
21260,451,2,11167,6.99,2007-03-02 08:44:17,JIM,REA,jim.rea@sakilacustomer.org
21261,451,2,11381,6.99,2007-03-02 16:47:55,JIM,REA,jim.rea@sakilacustomer.org
21262,451,1,11790,2.99,2007-03-17 09:28:34,JIM,REA,jim.rea@sakilacustomer.org
21263,451,2,12371,2.99,2007-03-18 06:31:12,JIM,REA,jim.rea@sakilacustomer.org
21264,451,1,12422,4.99,2007-03-18 08:41:38,JIM,REA,jim.rea@sakilacustomer.org
21265,451,2,13003,1.99,2007-03-19 06:07:55,JIM,REA,jim.rea@sakilacustomer.org
21266,451,2,13100,2.99,2007-03-19 09:24:11,JIM,REA,jim.rea@sakilacustomer.org
21267,451,2,13252,2.99,2007-03-19 15:19:16,JIM,REA,jim.rea@sakilacustomer.org
21268,451,2,13380,0.99,2007-03-19 20:05:24,JIM,REA,jim.rea@sakilacustomer.org
21269,451,1,13666,2.99,2007-03-20 06:48:45,JIM,REA,jim.rea@sakilacustomer.org
21270,451,1,13705,2.99,2007-03-20 08:00:49,JIM,REA,jim.rea@sakilacustomer.org
21271,451,2,14500,0.99,2007-03-21 12:39:56,JIM,REA,jim.rea@sakilacustomer.org
21272,451,1,15651,4.99,2007-03-23 07:00:15,JIM,REA,jim.rea@sakilacustomer.org
21273,452,2,11715,4.99,2007-03-17 06:09:21,TOM,MILNER,tom.milner@sakilacustomer.org
21274,452,1,11735,3.99,2007-03-17 07:04:08,TOM,MILNER,tom.milner@sakilacustomer.org
21275,452,1,12355,0.99,2007-03-18 06:04:49,TOM,MILNER,tom.milner@sakilacustomer.org
